"NOME_MUNICIPIO","UF","POP_TOT","POP_URB","TOT_COLETADO","REALIZA_COLETA","POP_ATENDIDA","TOT_RECUPERADO","PAPEL","PLASTICO","METAIS","VIDROS","OUTROS"
"Barras","PI","46,941.00","23,158.00","","Não","","","","","","",""
"Barrinha","SP","32,434.00","32,074.00","","Não","","","","","","",""
"Barro Alto","BA","14,802.00","7,299.00","","Não","","","","","","",""
"Barro Alto","GO","10,922.00","7,833.00","","Não","","","","","","",""
"Barrocas","BA","15,846.00","6,359.00","","Não","","","","","","",""
"Barueri","SP","271,306.00","271,306.00","3840.00","Sim","271,306.00","3,072.00","1,660.00","338.00","338.00","614.00","122.00"
"Bataguassu","MS","22,717.00","17,450.00","450.00","Sim","17,450.00","395.00","100.00","115.00","125.00","40.00","15.00"
"Batalha","AL","18,455.00","13,014.00","","Não","","","","","","",""
"Batayporã","MS","11,305.00","8,612.00","168.00","Sim","","100.00","","","","",""
"Bauru","SP","374,272.00","368,012.00","1770.10","Sim","260,000.00","1,180.00","570.00","131.00","186.00","211.00","82.00"
"Bayeux","PB","96,550.00","95,656.00","","Não","","","","","","",""
"Bebedouro","SP","77,436.00","73,791.00","","Não","","","","","","",""
"Beberibe","CE","53,421.00","23,412.00","","Não","","","","","","",""
"Bela Cruz","CE","32,593.00","13,719.00","","Não","","","","","","",""
"Bela Vista da Caroba","PR","3,567.00","941.00","","Não","","","","","","",""
"Bela Vista de Goiás","GO","29,448.00","21,534.00","","Não","","","","","","",""
"Bela Vista de Minas","MG","10,248.00","9,607.00","","Não","","","","","","",""
"Bela Vista do Paraíso","PR","15,395.00","14,493.00","459.60","Sim","7,000.00","435.00","280.00","10.00","42.00","85.00","18.00"
"Bela Vista do Piauí","PI","3,999.00","1,316.00","","Não","","","","","","",""
"Bela Vista do Toldo","SC","6,311.00","890.00","","Não","","","","","","",""
"Belém","PA","1,485,732.00","1,473,018.00","4272.00","Sim","44,571.00","3,780.50","2,240.00","955.40","341.80","63.20","180.10"
"Belém","PB","17,640.00","14,564.00","","Não","","","","","","",""
"Belém do Brejo do Cruz","PB","7,335.00","5,401.00","","Não","","","","","","",""
"Belém do Piauí","PI","3,544.00","1,730.00","","Não","","","","","","",""
"Belford Roxo","RJ","508,614.00","508,614.00","","Não","","","","","","",""
"Belmonte","SC","2,703.00","1,306.00","","Não","","","","","","",""
"Belo Horizonte","MG","2,501,576.00","2,501,576.00","6282.00","Sim","387,719.00","4,900.00","","","","",""
"Belo Monte","AL","6,696.00","1,115.00","","Não","","","","","","",""
"Belo Oriente","MG","26,396.00","22,205.00","130.00","Sim","14,000.00","120.00","","","","",""
"Belo Vale","MG","7,710.00","3,371.00","385.50","Sim","","350.00","38.00","18.00","198.00","24.00","72.00"
"Benedito Novo","SC","11,526.00","6,472.00","","Não","","","","","","",""
"Benjamin Constant","AM","42,020.00","25,327.00","","Não","","168.00","100.00","30.00","20.00","8.00","10.00"
"Bento de Abreu","SP","2,955.00","2,701.00","","Não","","","","","","",""
"Bento Gonçalves","RS","119,049.00","109,939.00","7819.00","Sim","109,939.00","7,817.60","2,784.50","2,963.40","346.40","1,657.80","65.50"
"Berilo","MG","11,995.00","3,792.00","","Não","","","","","","",""
"Berizal","MG","4,705.00","2,675.00","","Não","","","","","","",""
"Bertioga","SP","61,736.00","60,728.00","866.90","Sim","26,000.00","828.80","","","","",""
"Bertópolis","MG","4,602.00","2,794.00","","Não","","","","","","",""
"Betânia do Piauí","PI","6,200.00","1,730.00","","Não","","","","","","",""
"Betim","MG","432,575.00","429,420.00","1200.00","Sim","171,768.00","900.00","","","","",""
"Bias Fortes","MG","3,430.00","1,356.00","42.50","Sim","695.00","9.60","3.90","4.50","0.30","0.90","0.00"
"Bicas","MG","14,431.00","13,695.00","","Não","","","","","","",""
"Biguaçu","SC","67,458.00","61,144.00","87.00","Sim","61,144.00","64.00","35.00","12.00","7.00","10.00","0.00"
"Bilac","SP","7,949.00","7,310.00","130.00","Sim","7,310.00","104.00","","","","",""
"Birigui","SP","122,359.00","118,712.00","400.00","Sim","23,744.00","144.00","","","","",""
"Biritinga","BA","15,975.00","3,787.00","","Não","","","","","","",""
"Bituruna","PR","16,377.00","10,209.00","1680.00","Sim","3,000.00","480.00","","","","",""
"Blumenau","SC","352,460.00","336,220.00","5296.50","Sim","150,000.00","1,566.70","830.10","309.30","115.40","311.90","0.00"
"Boa Esperança","ES","14,982.00","10,804.00","10.00","Sim","10,000.00","9.00","","","","",""
"Boa Esperança","PR","4,165.00","2,407.00","70.00","Sim","1,200.00","2.50","0.50","1.00","0.50","0.00","0.50"
"Boa Esperança do Iguaçu","PR","2,538.00","875.00","58.00","Sim","875.00","31.00","8.00","11.00","2.00","9.00","1.00"
"Boa Hora","PI","6,744.00","1,632.00","","Não","","","","","","",""
"Boa Ventura","PB","5,423.00","3,321.00","","Não","","","","","","",""
"Boa Ventura de São Roque","PR","6,411.00","1,510.00","8.00","Sim","","4.00","1.00","1.00","1.00","1.00","0.00"
"Boa Vista","PB","6,972.00","3,592.00","","Não","","","","","","",""
"Boa Vista","RR","375,374.00","366,774.00","","Não","","","","","","",""
"Boa Vista da Aparecida","PR","7,643.00","4,734.00","140.00","Sim","4,117.00","120.00","","","","",""
"Boa Vista das Missões","RS","2,104.00","882.00","","Não","","","","","","",""
"Boa Vista do Buricá","RS","6,712.00","4,458.00","140.20","Sim","4,458.00","66.70","18.40","8.10","1.20","4.00","35.00"
"Boa Vista do Cadeado","RS","2,473.00","478.00","","Não","","","","","","",""
"Boa Vista do Gurupi","MA","9,158.00","6,474.00","","Não","","","","","","",""
"Boa Vista do Incra","RS","2,590.00","773.00","","Não","","","","","","",""
"Boa Vista do Ramos","AM","18,781.00","9,466.00","","Não","","","","","","",""
"Boa Vista do Tupim","BA","18,622.00","6,824.00","","Não","","","","","","",""
"Bocaina","PI","4,496.00","1,797.00","","Não","","","","","","",""
"Bocaina","SP","12,204.00","11,245.00","","Não","","","","","","",""
"Bocaina do Sul","SC","3,460.00","1,017.00","3.00","Sim","1,017.00","2.70","","","","",""
"Bocaiúva","MG","49,942.00","39,179.00","140.00","Sim","15,000.00","90.00","","","","",""
"Bodó","RN","2,250.00","1,292.00","","Não","","","","","","",""
"Bodocó","PE","37,909.00","13,827.00","","Não","","130.00","","","","",""
"Bodoquena","MS","7,817.00","5,655.00","15.00","Sim","","14.00","1.00","4.00","8.00","0.50","0.50"
"Bofete","SP","11,534.00","7,354.00","","Não","","","","","","",""
"Boituva","SP","59,793.00","56,246.00","1080.00","Sim","41,835.00","1,036.00","620.00","88.00","104.00","190.00","34.00"
"Bombinhas","SC","19,193.00","19,193.00","","Não","","","","","","",""
"Bom Conselho","PE","48,336.00","31,633.00","","Não","","","","","","",""
"Bom Despacho","MG","50,166.00","47,240.00","145.20","Sim","15,000.00","30.00","","","","",""
"Bom Jardim","MA","41,435.00","17,387.00","","Não","","","","","","",""
"Bom Jardim","RJ","27,269.00","16,433.00","","Não","","","","","","",""
"Bom Jardim da Serra","SC","4,712.00","2,570.00","","Não","","","","","","",""
"Bom Jardim de Goiás","GO","8,813.00","6,643.00","","Não","","","","","","",""
"Bom Jardim de Minas","MG","6,489.00","5,566.00","","Não","","","","","","",""
"Bom Jesus","PB","2,547.00","1,049.00","","Não","","","","","","",""
"Bom Jesus","PI","24,960.00","19,438.00","","Não","","","","","","",""
"Bom Jesus da Penha","MG","4,190.00","3,045.00","","Não","","","","","","",""
"Bom Jesus da Serra","BA","9,942.00","2,721.00","","Não","","","","","","",""
"Bom Jesus do Amparo","MG","6,031.00","2,763.00","","Não","","","","","","",""
"Bom Jesus do Norte","ES","9,910.00","9,097.00","","Não","","","","","","",""
"Bom Jesus do Oeste","SC","2,146.00","651.00","","Não","","","","","","",""
"Bom Jesus dos Perdões","SP","24,898.00","21,952.00","","Não","","","","","","",""
"Bom Jesus do Sul","PR","3,577.00","879.00","15.00","Sim","879.00","10.00","4.00","3.30","2.70","0.00","0.00"
"Bom Princípio","RS","13,846.00","10,803.00","1176.00","Sim","10,803.00","212.00","63.60","53.00","42.40","21.20","31.80"
"Bom Repouso","MG","10,558.00","5,734.00","","Não","","","","","","",""
"Bom Retiro","SC","9,870.00","7,083.00","","Não","","","","","","",""
"Bom Sucesso","MG","17,598.00","14,486.00","0.00","Sim","","","","","","",""
"Bom Sucesso","PB","4,994.00","2,013.00","","Não","","","","","","",""
"Bom Sucesso de Itararé","SP","3,923.00","2,670.00","","Não","","15.00","","","","",""
"Bom Sucesso do Sul","PR","3,274.00","1,572.00","","Não","","","","","","",""
"Bonfinópolis","GO","9,488.00","8,840.00","2.00","Sim","8,433.00","0.70","","","","",""
"Bonfinópolis de Minas","MG","5,544.00","3,911.00","","Não","","","","","","",""
"Bonito","MS","21,738.00","17,934.00","192.00","Sim","5,000.00","180.00","","","","",""
"Bonito","PA","16,038.00","4,503.00","","Não","","","","","","",""
"Bonito","PE","38,152.00","26,617.00","","Não","","","","","","",""
"Bonito de Minas","MG","11,088.00","2,532.00","","Não","","","","","","",""
"Bonito de Santa Fé","PB","11,797.00","8,079.00","","Não","","","","","","",""
"Boqueirão","PB","17,751.00","12,620.00","","Não","","","","","","",""
"Boqueirão do Leão","RS","7,726.00","1,684.00","","Não","","","","","","",""
"Boracéia","SP","4,776.00","4,283.00","60.00","Sim","4,280.00","39.00","10.00","18.00","10.00","0.00","1.00"
"Borba","AM","40,565.00","16,748.00","","Não","","","","","","",""
"Borborema","PB","5,395.00","3,939.00","","Não","","","","","","",""
"Borborema","SP","15,925.00","14,353.00","730.00","Sim","14,353.00","674.70","255.00","109.50","182.50","73.00","54.70"
"Borda da Mata","MG","19,202.00","15,388.00","","Não","","","","","","",""
"Borebi","SP","2,621.00","2,286.00","","Não","","150.00","47.10","45.70","23.00","9.70","24.50"
"Borrazópolis","PR","6,749.00","4,977.00","","Não","","240.00","119.00","50.00","27.00","44.00","0.00"
"Bossoroca","RS","6,356.00","3,400.00","144.00","Sim","3,400.00","100.80","48.00","36.00","16.80","0.00","0.00"
"Botucatu","SP","144,820.00","139,531.00","1320.00","Sim","86,892.00","892.00","546.00","182.00","72.80","60.00","31.20"
"Botumirim","MG","6,350.00","3,391.00","","Não","","","","","","",""
"Botuporã","BA","10,300.00","3,764.00","50.00","Sim","3,764.00","30.50","20.00","4.00","2.00","4.50","0.00"
"Botuverá","SC","5,169.00","1,516.00","","Não","","","","","","",""
"Bozano","RS","2,135.00","610.00","","Não","","","","","","",""
"Braço do Trombudo","SC","3,718.00","2,041.00","540.00","Sim","2,041.00","210.00","80.00","75.00","40.00","7.00","8.00"
"Braga","RS","3,397.00","2,094.00","367.00","Sim","2,094.00","192.00","","","","",""
"Bragança","PA","126,436.00","81,093.00","147.00","Sim","32,000.00","119.00","20.00","22.00","45.00","9.00","23.00"
"Brasilândia","MS","11,891.00","8,057.00","150.00","Sim","8,057.00","145.00","","","","",""
"Brasilândia de Minas","MG","16,321.00","14,194.00","","Não","","","","","","",""
"Brasilândia do Sul","PR","2,719.00","1,847.00","154.00","Sim","1,847.00","105.70","55.60","4.10","8.00","8.00","30.00"
"Brasilândia do Tocantins","TO","2,191.00","1,524.00","","Não","","","","","","",""
"Brasiléia","AC","25,848.00","17,222.00","","Não","","","","","","",""
"Brasília","DF","2,974,703.00","2,872,910.00","28548.80","Sim","1,493,913.00","17,142.80","8,923.60","5,142.60","1,474.30","1,338.80","263.50"
"Brasília de Minas","MG","32,288.00","21,387.00","","Não","","","","","","",""
"Brás Pires","MG","4,374.00","2,097.00","","Não","","","","","","",""
"Braúna","SP","5,630.00","4,922.00","38.00","Sim","","37.50","15.00","12.00","5.00","3.50","2.00"
"Brazabrantes","GO","3,659.00","2,457.00","","Não","","","","","","",""
"Brazópolis","MG","14,508.00","7,809.00","2750.00","Sim","7,809.00","130.00","","","","",""
"Brejetuba","ES","12,381.00","3,550.00","500.00","Sim","2,000.00","450.00","","","","",""
"Brejinho","PE","7,486.00","3,469.00","","Não","","","","","","",""
"Brejinho de Nazaré","TO","5,475.00","4,430.00","","Não","","","","","","",""
"Brejo Alegre","SP","2,841.00","2,330.00","","Não","","","","","","",""
"Brejo da Madre de Deus","PE","50,249.00","39,065.00","","Não","","","","","","",""
"Brejões","BA","14,370.00","4,967.00","","Não","","","","","","",""
"Brejo Grande do Araguaia","PA","7,392.00","4,352.00","","Não","","","","","","",""
"Brejo Santo","CE","49,109.00","30,486.00","720.00","Sim","22,058.00","700.00","","","","",""
"Breu Branco","PA","64,738.00","36,145.00","","Não","","","","","","",""
"Breves","PA","101,891.00","51,088.00","","Não","","","","","","",""
"Britânia","GO","5,761.00","4,751.00","","Não","","102.00","","","","",""
"Brodowski","SP","24,592.00","23,998.00","0.50","Sim","","0.00","0.00","0.00","0.00","0.00","0.00"
"Brotas","SP","24,163.00","20,825.00","1340.00","Sim","","1,116.00","468.70","190.00","212.00","234.00","11.30"
"Brotas de Macaúbas","BA","10,341.00","3,009.00","","Não","","","","","","",""
"Brumadinho","MG","39,520.00","33,319.00","800.00","Sim","15,500.00","391.00","185.00","32.00","90.00","84.00","0.00"
"Brumado","BA","67,048.00","46,840.00","","Não","","1,700.00","200.00","1,500.00","0.00","0.00","0.00"
"Brunópolis","SC","2,473.00","612.00","","Não","","4.00","","","","",""
"Brusque","SC","131,703.00","127,361.00","1742.00","Sim","127,000.00","1,000.00","250.00","250.00","250.00","250.00","0.00"
"Buíque","PE","57,825.00","23,522.00","","Não","","18.40","3.00","2.40","10.00","1.80","1.20"
"Buri","SP","19,789.00","15,982.00","437.00","Sim","6,750.00","340.00","238.00","51.00","17.00","0.00","34.00"
"Buritama","SP","17,003.00","16,019.00","3500.00","Sim","","1,960.00","","","","",""
"Buriti","MA","28,557.00","8,879.00","","Não","","","","","","",""
"Buriti Alegre","GO","9,433.00","8,764.00","","Não","","","","","","",""
"Buriti dos Lopes","PI","19,754.00","10,661.00","","Não","","","","","","",""
"Buriti dos Montes","PI","8,223.00","2,497.00","","Não","","","","","","",""
"Buritinópolis","GO","3,302.00","1,874.00","","Não","","","","","","",""
"Buritirama","BA","21,067.00","8,497.00","","Não","","","","","","",""
"Buritirana","MA","15,393.00","4,317.00","","Não","","","","","","",""
"Caarapó","MS","29,743.00","21,134.00","","Não","","183.90","86.50","65.80","25.40","0.00","6.20"
"Cabeceira Grande","MG","6,909.00","5,671.00","","Não","","","","","","",""
"Cabeceiras do Piauí","PI","10,540.00","1,759.00","","Não","","","","","","",""
"Cabedelo","PB","66,680.00","66,671.00","","Não","","","","","","",""
"Cabixi","RO","5,438.00","2,320.00","","Não","","","","","","",""
"Cabo de Santo Agostinho","PE","205,112.00","185,998.00","","Não","","","","","","",""
"Cabo Frio","RJ","222,528.00","167,871.00","","Não","","","","","","",""
"Cabo Verde","MG","14,075.00","7,766.00","","Não","","","","","","",""
"Cabreúva","SP","48,966.00","41,501.00","382.50","Sim","41,501.00","382.40","145.50","96.90","12.20","61.10","66.70"
"Cabrobó","PE","33,934.00","21,761.00","","Não","","","","","","",""
"Caçador","SC","77,863.00","70,925.00","786.20","Sim","70,433.00","701.20","210.40","175.30","21.00","140.20","154.30"
"Caçapava","SP","93,488.00","79,992.00","158.30","Sim","31,996.00","143.90","66.10","22.80","13.90","40.30","0.80"
"Caçapava do Sul","RS","33,702.00","25,419.00","","Não","","","","","","",""
"Cacaulândia","RO","6,190.00","2,233.00","","Não","","","","","","",""
"Cacequi","RS","12,705.00","11,103.00","","Não","","","","","","",""
"Cáceres","MT","93,882.00","81,740.00","155.00","Sim","","140.00","72.00","26.00","42.00","0.00","0.00"
"Cachoeira Alta","GO","12,297.00","9,767.00","","Não","","","","","","",""
"Cachoeira de Minas","MG","11,514.00","7,371.00","312.00","Sim","7,371.00","264.00","","","","",""
"Cachoeira de Pajeú","MG","9,382.00","4,672.00","","Não","","","","","","",""
"Cachoeira do Piriá","PA","33,178.00","6,930.00","","Não","","","","","","",""
"Cachoeira dos Índios","PB","10,182.00","3,630.00","","Não","","","","","","",""
"Cachoeira do Sul","RS","82,547.00","70,605.00","480.00","Sim","70,605.00","400.00","","","","",""
"Cachoeira Dourada","MG","2,677.00","2,378.00","","Não","","","","","","",""
"Cachoeira Grande","MA","9,382.00","4,212.00","52.00","Sim","","20.00","","","","",""
"Cachoeira Paulista","SP","33,067.00","27,002.00","174.00","Sim","","138.10","80.00","8.00","0.10","0.00","50.00"
"Cachoeiras de Macacu","RJ","58,560.00","50,652.00","12900.00","Sim","47,000.00","1,900.00","800.00","600.00","300.00","150.00","50.00"
"Cachoeirinha","PE","20,258.00","16,368.00","","Não","","","","","","",""
"Cachoeirinha","TO","2,266.00","1,826.00","","Não","","","","","","",""
"Cachoeiro de Itapemirim","ES","207,324.00","189,527.00","337.80","Sim","15,000.00","266.40","","","","",""
"Cacimba de Areia","PB","3,729.00","1,755.00","","Não","","","","","","",""
"Cacimba de Dentro","PB","17,159.00","9,383.00","","Não","","","","","","",""
"Cacimbas","PB","7,145.00","1,721.00","","Não","","","","","","",""
"Cacimbinhas","AL","10,730.00","5,685.00","","Não","","","","","","",""
"Cacique Doble","RS","5,055.00","1,691.00","180.00","Sim","800.00","72.00","","","","",""
"Caconde","SP","18,961.00","12,927.00","336.00","Sim","12,927.00","168.00","","","","",""
"Caém","BA","9,372.00","3,304.00","","Não","","","","","","",""
"Caetanópolis","MG","11,495.00","9,437.00","","Não","","","","","","",""
"Caeté","MG","44,377.00","38,590.00","","Não","","","","","","",""
"Caetité","BA","50,861.00","30,450.00","1000.00","Sim","","197.70","157.30","18.40","21.60","0.40","0.00"
"Cafeara","PR","2,914.00","2,373.00","","Não","","","","","","",""
